route_id,service_id,trip_id,trip_headsign,shape_id,direction_id
440012,21660,16012490, Strovolos St.,440012,1
5040012,21660,16012491,Gen. Hospital,5040012,1
5040012,21660,16012492,Gen. Hospital,5040012,1
5040011,21660,16012493,Solomou Square,5040011,0
5040012,21660,16012494,Gen. Hospital,5040012,1
5040011,21660,16012495,Solomou Square,5040011,0
5040012,21660,16012496,Gen. Hospital,5040012,1
5040011,21660,16012497,Solomou Square,5040011,0
5040012,21660,16012498,Gen. Hospital,5040012,1
5040011,21660,16012499,Solomou Square,5040011,0
5040012,21660,16012500,Gen. Hospital,5040012,1
120012,21660,16012501,Al. Panagouli,120012,1
120011,21660,16012502,Solomou Sq.,120011,0
120012,21660,16012503,Al. Panagouli,120012,1
120011,21660,16012504,Solomou Sq.,120011,0
130011,21660,16012505,Solomou Sq.,130011,0
130011,21660,16012506,Solomou Sq.,130011,0
130012,21660,16012507,Makario Stadium,130012,1
320012,21660,16012508,SOPAZ,320012,1
320011,21660,16012509,Solomos Square,320011,0
320012,21660,16012510,SOPAZ,320012,1
320011,21660,16012511,Solomos Square,320011,0
670012,21660,16012512,Kalo Chorio,670012,1
670011,21660,16012513,Tamasos Bus St.,670011,0
4050011,21660,16012514,NICOSIA/KOLOKASI,4050011,0
4050042,21660,16012515,Kakopetria,4050042,1
4050041,21660,16012516,Makario Stadium B,4050041,0
4050042,21660,16012517,Kakopetria,4050042,1
160011,21660,16012518,Nicosia Mall,160011,0
160012,21660,16012519,Makario Stadium,160012,1
410011,21660,16012520,Univ. of Cyprus,410011,0
410012,21660,16012521,Makario Stadium,410012,1
460011,21660,16012522,Univ. of Cyprus ,460011,0
460012,21660,16012523, Makario Bus St.,460012,1
630032,21660,16012524,Fterikoudi,630032,1
630031,21660,16012525,Tamasos Station,630031,0
750012,21660,16012526,Lagoudera,750012,1
750011,21660,16012527,Peristerona,750011,0
230031,21660,16012528,Tseri/Strovolos,230031,0
230031,21660,16012529,Tseri/Strovolos,230031,0
260011,21660,16012530,Solomos Square,260011,0
260012,21660,16012531,Gen. Hospital,260012,1
260012,21660,16012532,Gen. Hospital,260012,1
260011,21660,16012533,Solomos Square,260011,0
280011,21660,16012534,Solomou Square,280011,0
280012,21660,16012535,Avenue Athalassas,280012,1
280011,21660,16012536,Solomou Square,280011,0
280012,21660,16012537,Avenue Athalassas,280012,1
280011,21660,16012538,Solomou Square,280011,0
280012,21660,16012539,Avenue Athalassas,280012,1
280011,21660,16012540,Solomou Square,280011,0
280012,21660,16012541,Avenue Athalassas,280012,1
280011,21660,16012542,Solomou Square,280011,0
380021,21660,16012543,Un. of Cyprus,380021,0
380022,21660,16012544, Geri Ind. Area,380022,1
380022,21660,16012545, Geri Ind. Area,380022,1
380021,21660,16012546,Un. of Cyprus,380021,0
110012,21660,16012547, Isokratous,110012,1
110011,21660,16012548,Solomou Sq.,110011,0
110012,21660,16012549, Isokratous,110012,1
150012,21660,16012550,Lakatameia,150012,1
150011,21660,16012551,Makario Stadium,150011,0
170022,21660,16012552,Anthoupoli,170022,1
170021,21660,16012553,Makario,170021,0
470011,21660,16012554,Gen. Hospital,470011,0
470012,21660,16012555,Makario Stadium,470012,1
780012,21660,16012556,Ag. Eirini,780012,1
780011,21660,16012557,Astromeritis,780011,0
290021,21660,16012558,CY Peda.-Mor Sch.,290021,0
290022,21660,16012559,Gen. Hospital,290022,1
290021,21660,16012560,CY Peda.-Mor Sch.,290021,0
290022,21660,16012561,Gen. Hospital,290022,1
290021,21660,16012562,CY Peda.-Mor Sch.,290021,0
290022,21660,16012563,Gen. Hospital,290022,1
290021,21660,16012564,CY Peda.-Mor Sch.,290021,0
290022,21660,16012565,Gen. Hospital,290022,1
610012,21660,16012566,Alithinou,610012,1
610011,21660,16012567,Tamasos Bus St.,610011,0
610012,21660,16012568,Alithinou,610012,1
610011,21660,16012569,Tamasos Bus St.,610011,0
310031,21660,16012570,Solomou Square,310031,0
310031,21660,16012571,Solomou Square,310031,0
310031,21660,16012572,Solomou Square,310031,0
310031,21660,16012573,Solomou Square,310031,0
310031,21660,16012574,Solomou Square,310031,0
310031,21660,16012575,Solomou Square,310031,0
310031,21660,16012576,Solomou Square,310031,0
310031,21660,16012577,Solomou Square,310031,0
310031,21660,16012578,Solomou Square,310031,0
590012,21660,16012579,Marki,590012,1
590011,21660,16012580,Alampra Bus St.,590011,0
410011,21660,16012581,Univ. of Cyprus,410011,0
410012,21660,16012582,Makario Stadium,410012,1
410011,21660,16012583,Univ. of Cyprus,410011,0
410012,21660,16012584,Makario Stadium,410012,1
420021,21660,16012585,Uni. Of  Cyprus,420021,0
5010012,21660,16012586,Makario Stadium,5010012,1
5020012,21660,16012587,Tamasou Bus St.,5020012,1
5020011,21660,16012588,Solomou Sq.,5020011,0
5020012,21660,16012589,Tamasou Bus St.,5020012,1
440012,21660,16012590, Strovolos St.,440012,1
440011,21660,16012591,Univ. Of Cyprus,440011,0
130011,21660,16012592,Solomou Sq.,130011,0
130012,21660,16012593,Makario Stadium,130012,1
130012,21660,16012594,Makario Stadium,130012,1
360022,21660,16012595, Geriou,360022,1
360021,21660,16012596,Gen. Hospital Bus,360021,0
360022,21660,16012597, Geriou,360022,1
360021,21660,16012598,Gen. Hospital Bus,360021,0
160011,21660,16012599,Nicosia Mall,160011,0
160012,21660,16012600,Makario Stadium,160012,1
460011,21660,16012601,Univ. of Cyprus ,460011,0
190012,21660,16012602,Strovolos Station,190012,1
190011,21660,16012603,Solomou Square,190011,0
230031,21660,16012604,Tseri/Strovolos,230031,0
240012,21660,16012605,Ouranou,240012,1
240011,21660,16012606,Strovolos Station,240011,0
240012,21660,16012607,Ouranou,240012,1
240011,21660,16012608,Strovolos Station,240011,0
260011,21660,16012609,Solomos Square,260011,0
260012,21660,16012610,Gen. Hospital,260012,1
520022,21660,16012611,Potamia,520022,1
520021,21660,16012612,Alampra Station,520021,0
170022,21660,16012613,Anthoupoli,170022,1
170021,21660,16012614,Makario,170021,0
270011,21660,16012615, Gen. Hospital,270011,0
270012,21660,16012616,Strovolos Station,270012,1
270011,21660,16012617, Gen. Hospital,270011,0
270012,21660,16012618,Strovolos Station,270012,1
270011,21660,16012619, Gen. Hospital,270011,0
270012,21660,16012620,Strovolos Station,270012,1
270012,21660,16012621,Strovolos Station,270012,1
270011,21660,16012622, Gen. Hospital,270011,0
270012,21660,16012623,Strovolos Station,270012,1
460012,21660,16012624, Makario Bus St.,460012,1
460011,21660,16012625,Univ. of Cyprus ,460011,0
460012,21660,16012626, Makario Bus St.,460012,1
600012,21660,16012627,Tamasos Bus St.,600012,1
600011,21660,16012628,Tamasos Bus St.,600011,0
600012,21660,16012629,Tamasos Bus St.,600012,1
600011,21660,16012630,Tamasos Bus St.,600011,0
720011,21660,16012631,Akaki,720011,0
720012,21660,16012632,Meniko,720012,1
720011,21660,16012633,Akaki,720011,0
420021,21660,16012634,Uni. Of  Cyprus,420021,0
420022,21660,16012635,Makario Stadium,420022,1
440012,21660,16012636, Strovolos St.,440012,1
440011,21660,16012637,Univ. Of Cyprus,440011,0
120012,21660,16012638,Al. Panagouli,120012,1
120011,21660,16012639,Solomou Sq.,120011,0
130011,21660,16012640,Solomou Sq.,130011,0
130012,21660,16012641,Makario Stadium,130012,1
130012,21660,16012642,Makario Stadium,130012,1
130011,21660,16012643,Solomou Sq.,130011,0
130012,21660,16012644,Makario Stadium,130012,1
5010011,21660,16012645,Solomou Square,5010011,0
5010012,21660,16012646,Makario Stadium,5010012,1
160011,21660,16012647,Nicosia Mall,160011,0
160012,21660,16012648,Makario Stadium,160012,1
410011,21660,16012649,Univ. of Cyprus,410011,0
410012,21660,16012650,Makario Stadium,410012,1
460011,21660,16012651,Univ. of Cyprus ,460011,0
460012,21660,16012652, Makario Bus St.,460012,1
860012,21660,16012653,Kourdali,860012,1
860011,21660,16012654,Kakopetria,860011,0
380022,21660,16012655, Geri Ind. Area,380022,1
380021,21660,16012656,Un. of Cyprus,380021,0
380022,21660,16012657, Geri Ind. Area,380022,1
380021,21660,16012658,Un. of Cyprus,380021,0
380022,21660,16012659, Geri Ind. Area,380022,1
110012,21660,16012660, Isokratous,110012,1
110011,21660,16012661,Solomou Sq.,110011,0
150012,21660,16012662,Lakatameia,150012,1
150011,21660,16012663,Makario Stadium,150011,0
170022,21660,16012664,Anthoupoli,170022,1
170021,21660,16012665,Makario,170021,0
470011,21660,16012666,Gen. Hospital,470011,0
470012,21660,16012667,Makario Stadium,470012,1
470011,21660,16012668,Gen. Hospital,470011,0
470012,21660,16012669,Makario Stadium,470012,1
420021,21660,16012670,Uni. Of  Cyprus,420021,0
420022,21660,16012671,Makario Stadium,420022,1
420021,21660,16012672,Uni. Of  Cyprus,420021,0
120012,21660,16012673,Al. Panagouli,120012,1
120011,21660,16012674,Solomou Sq.,120011,0
120012,21660,16012675,Al. Panagouli,120012,1
5010011,21660,16012676,Solomou Square,5010011,0
5010012,21660,16012677,Makario Stadium,5010012,1
1010011,21660,16012678,Makario Stadium,1010011,0
1010012,21660,16012679,Tamasos Bus St.,1010012,1
1680012,21660,16012680,Pera Oreinis,1680012,1
1680011,21660,16012681,Deftera,1680011,0
1680012,21660,16012682,Pera Oreinis,1680012,1
650012,21660,16012683, Kampi,650012,1
650011,21660,16012684,Tamasos Bus St.,650011,0
730011,21660,16012685,Kokkinotrimithia,730011,0
730012,21660,16012686,Paliometocho Setl,730012,1
730011,21660,16012687,Kokkinotrimithia,730011,0
730012,21660,16012688,Paliometocho Setl,730012,1
730011,21660,16012689,Kokkinotrimithia,730011,0
730012,21660,16012690,Paliometocho Setl,730012,1
730011,21660,16012691,Kokkinotrimithia,730011,0
160011,21660,16012692,Nicosia Mall,160011,0
160012,21660,16012693,Makario Stadium,160012,1
420022,21660,16012694,Makario Stadium,420022,1
460011,21660,16012695,Univ. of Cyprus ,460011,0
540012,21660,16012696,Lythrodontas,540012,1
540011,21660,16012697,Alampra Bus St.,540011,0
190012,21660,16012698,Strovolos Station,190012,1
190011,21660,16012699,Solomou Square,190011,0
190012,21660,16012700,Strovolos Station,190012,1
190011,21660,16012701,Solomou Square,190011,0
670012,21660,16012702,Kalo Chorio,670012,1
670011,21660,16012703,Tamasos Bus St.,670011,0
5030011,21660,16012704,Solomou Sq.,5030011,0
5030012,21660,16012705,Alampra Bus St.,5030012,1
520022,21660,16012706,Potamia,520022,1
520021,21660,16012707,Alampra Station,520021,0
170022,21660,16012708,Anthoupoli,170022,1
170021,21660,16012709,Makario,170021,0
410011,21660,16012710,Univ. of Cyprus,410011,0
410012,21660,16012711,Makario Stadium,410012,1
460012,21660,16012712, Makario Bus St.,460012,1
710012,21660,16012713,Mammari,710012,1
710011,21660,16012714,Kokkinotrimithia,710011,0
710012,21660,16012715,Mammari,710012,1
710011,21660,16012716,Kokkinotrimithia,710011,0
420021,21660,16012717,Uni. Of  Cyprus,420021,0
420022,21660,16012718,Makario Stadium,420022,1
440011,21660,16012719,Univ. Of Cyprus,440011,0
5040011,21660,16012720,Solomou Square,5040011,0
5040012,21660,16012721,Gen. Hospital,5040012,1
5040011,21660,16012722,Solomou Square,5040011,0
120012,21660,16012723,Al. Panagouli,120012,1
120011,21660,16012724,Solomou Sq.,120011,0
130011,21660,16012725,Solomou Sq.,130011,0
130012,21660,16012726,Makario Stadium,130012,1
320012,21660,16012727,SOPAZ,320012,1
320011,21660,16012728,Solomos Square,320011,0
4050012,21660,16012729,KAKOPETRIA,4050012,1
510012,21660,16012730,Sia,510012,1
510011,21660,16012731,Alampra Bus St.,510011,0
160011,21660,16012732,Nicosia Mall,160011,0
160012,21660,16012733,Makario Stadium,160012,1
410011,21660,16012734,Univ. of Cyprus,410011,0
410012,21660,16012735,Makario Stadium,410012,1
410011,21660,16012736,Univ. of Cyprus,410011,0
410012,21660,16012737,Makario Stadium,410012,1
460011,21660,16012738,Univ. of Cyprus ,460011,0
460012,21660,16012739, Makario Bus St.,460012,1
870012,21660,16012740,Troodos,870012,1
870011,21660,16012741,Kakopetria,870011,0
380022,21660,16012742, Geri Ind. Area,380022,1
380021,21660,16012743,Un. of Cyprus,380021,0
380022,21660,16012744, Geri Ind. Area,380022,1
150012,21660,16012745,Lakatameia,150012,1
150011,21660,16012746,Makario Stadium,150011,0
170022,21660,16012747,Anthoupoli,170022,1
170021,21660,16012748,Makario,170021,0
170022,21660,16012749,Anthoupoli,170022,1
170021,21660,16012750,Makario,170021,0
5020011,21660,16012751,Solomou Sq.,5020011,0
5020012,21660,16012752,Tamasou Bus St.,5020012,1
4000012,21660,16012753,ASTROMERITIS,4000012,1
4000021,21660,16012754,Makario Stadium,4000021,0
220021,21660,16012755,Lakatamia,220021,0
220021,21660,16012756,Lakatamia,220021,0
600012,21660,16012757,Tamasos Bus St.,600012,1
600011,21660,16012758,Tamasos Bus St.,600011,0
600012,21660,16012759,Tamasos Bus St.,600012,1
600011,21660,16012760,Tamasos Bus St.,600011,0
410011,21660,16012761,Univ. of Cyprus,410011,0
410012,21660,16012762,Makario Stadium,410012,1
420021,21660,16012763,Uni. Of  Cyprus,420021,0
5010012,21660,16012764,Makario Stadium,5010012,1
330011,21660,16012765,Solomou Square,330011,0
330011,21660,16012766,Solomou Square,330011,0
440012,21660,16012767, Strovolos St.,440012,1
440011,21660,16012768,Univ. Of Cyprus,440011,0
120012,21660,16012769,Al. Panagouli,120012,1
120011,21660,16012770,Solomou Sq.,120011,0
120012,21660,16012771,Al. Panagouli,120012,1
120011,21660,16012772,Solomou Sq.,120011,0
130011,21660,16012773,Solomou Sq.,130011,0
130012,21660,16012774,Makario Stadium,130012,1
5010011,21660,16012775,Solomou Square,5010011,0
1010011,21660,16012776,Makario Stadium,1010011,0
1010012,21660,16012777,Tamasos Bus St.,1010012,1
1010011,21660,16012778,Makario Stadium,1010011,0
1010012,21660,16012779,Tamasos Bus St.,1010012,1
160011,21660,16012780,Nicosia Mall,160011,0
160012,21660,16012781,Makario Stadium,160012,1
700012,21660,16012782,Deneia,700012,1
700011,21660,16012783,Kokkinotrimithia,700011,0
190012,21660,16012784,Strovolos Station,190012,1
240012,21660,16012785,Ouranou,240012,1
240011,21660,16012786,Strovolos Station,240011,0
260012,21660,16012787,Gen. Hospital,260012,1
260011,21660,16012788,Solomos Square,260011,0
170022,21660,16012789,Anthoupoli,170022,1
170021,21660,16012790,Makario,170021,0
410011,21660,16012791,Univ. of Cyprus,410011,0
410012,21660,16012792,Makario Stadium,410012,1
420021,21660,16012793,Uni. Of  Cyprus,420021,0
420022,21660,16012794,Makario Stadium,420022,1
330012,21660,16012795,Univ. of Cyprus,330012,1
120012,21660,16012796,Al. Panagouli,120012,1
120011,21660,16012797,Solomou Sq.,120011,0
320012,21660,16012798,SOPAZ,320012,1
320011,21660,16012799,Solomos Square,320011,0
5010011,21660,16012800,Solomou Square,5010011,0
5010012,21660,16012801,Makario Stadium,5010012,1
160011,21660,16012802,Nicosia Mall,160011,0
160012,21660,16012803,Makario Stadium,160012,1
420022,21660,16012804,Makario Stadium,420022,1
460011,21660,16012805,Univ. of Cyprus ,460011,0
460012,21660,16012806, Makario Bus St.,460012,1
190011,21660,16012807,Solomou Square,190011,0
190012,21660,16012808,Strovolos Station,190012,1
190011,21660,16012809,Solomou Square,190011,0
190012,21660,16012810,Strovolos Station,190012,1
190011,21660,16012811,Solomou Square,190011,0
230031,21660,16012812,Tseri/Strovolos,230031,0
230031,21660,16012813,Tseri/Strovolos,230031,0
280011,21660,16012814,Solomou Square,280011,0
380022,21660,16012815, Geri Ind. Area,380022,1
5050011,21660,16012816,Solomou Square,5050011,0
5050012,21660,16012817,Alampra Bus St.,5050012,1
520022,21660,16012818,Potamia,520022,1
520021,21660,16012819,Alampra Station,520021,0
110012,21660,16012820, Isokratous,110012,1
110011,21660,16012821,Solomou Sq.,110011,0
150012,21660,16012822,Lakatameia,150012,1
150011,21660,16012823,Makario Stadium,150011,0
170022,21660,16012824,Anthoupoli,170022,1
170021,21660,16012825,Makario,170021,0
470011,21660,16012826,Gen. Hospital,470011,0
470012,21660,16012827,Makario Stadium,470012,1
4000022,21660,16012828,Astromeritis,4000022,1
510012,21660,16012829,Sia,510012,1
510011,21660,16012830,Alampra Bus St.,510011,0
670012,21660,16012831,Kalo Chorio,670012,1
670011,21660,16012832,Tamasos Bus St.,670011,0
420021,21660,16012833,Uni. Of  Cyprus,420021,0
420022,21660,16012834,Makario Stadium,420022,1
690022,21660,16012835,Anagia - Ergates,690022,1
690021,21660,16012836,Ergates - Anagia,690021,0
690022,21660,16012837,Anagia - Ergates,690022,1
690021,21660,16012838,Ergates - Anagia,690021,0
120011,21660,16012839,Solomou Sq.,120011,0
130011,21660,16012840,Solomou Sq.,130011,0
130012,21660,16012841,Makario Stadium,130012,1
5010011,21660,16012842,Solomou Square,5010011,0
5010012,21660,16012843,Makario Stadium,5010012,1
1010011,21660,16012844,Makario Stadium,1010011,0
1010012,21660,16012845,Tamasos Bus St.,1010012,1
1010011,21660,16012846,Makario Stadium,1010011,0
1010012,21660,16012847,Tamasos Bus St.,1010012,1
160011,21660,16012848,Nicosia Mall,160011,0
160012,21660,16012849,Makario Stadium,160012,1
460011,21660,16012850,Univ. of Cyprus ,460011,0
460012,21660,16012851, Makario Bus St.,460012,1
460011,21660,16012852,Univ. of Cyprus ,460011,0
460012,21660,16012853, Makario Bus St.,460012,1
530012,21660,16012854,Pyrga,530012,1
530011,21660,16012855,Alampra Bus St.,530011,0
260012,21660,16012856,Gen. Hospital,260012,1
280012,21660,16012857,Avenue Athalassas,280012,1
110012,21660,16012858, Isokratous,110012,1
110011,21660,16012859,Solomou Sq.,110011,0
410011,21660,16012860,Univ. of Cyprus,410011,0
410012,21660,16012861,Makario Stadium,410012,1
460012,21660,16012862, Makario Bus St.,460012,1
420021,21660,16012863,Uni. Of  Cyprus,420021,0
420022,21660,16012864,Makario Stadium,420022,1
670012,21660,16012865,Kalo Chorio,670012,1
670011,21660,16012866,Tamasos Bus St.,670011,0
330012,21660,16012867,Univ. of Cyprus,330012,1
130011,21660,16012868,Solomou Sq.,130011,0
130012,21660,16012869,Makario Stadium,130012,1
5010011,21660,16012870,Solomou Square,5010011,0
620012,21660,16012871,Palaichori,620012,1
620011,21660,16012872,Tamasos Bus St.,620011,0
620012,21660,16012873,Palaichori,620012,1
620011,21660,16012874,Tamasos Bus St.,620011,0
160011,21660,16012875,Nicosia Mall,160011,0
160012,21660,16012876,Makario Stadium,160012,1
410011,21660,16012877,Univ. of Cyprus,410011,0
410012,21660,16012878,Makario Stadium,410012,1
460011,21660,16012879,Univ. of Cyprus ,460011,0
460012,21660,16012880, Makario Bus St.,460012,1
460011,21660,16012881,Univ. of Cyprus ,460011,0
460012,21660,16012882, Makario Bus St.,460012,1
190011,21660,16012883,Solomou Square,190011,0
380021,21660,16012884,Un. of Cyprus,380021,0
380022,21660,16012885, Geri Ind. Area,380022,1
380021,21660,16012886,Un. of Cyprus,380021,0
5030011,21660,16012887,Solomou Sq.,5030011,0
5030012,21660,16012888,Alampra Bus St.,5030012,1
5030011,21660,16012889,Solomou Sq.,5030011,0
5030012,21660,16012890,Alampra Bus St.,5030012,1
5050011,21660,16012891,Solomou Square,5050011,0
5050012,21660,16012892,Alampra Bus St.,5050012,1
150012,21660,16012893,Lakatameia,150012,1
150011,21660,16012894,Makario Stadium,150011,0
470011,21660,16012895,Gen. Hospital,470011,0
470012,21660,16012896,Makario Stadium,470012,1
5020011,21660,16012897,Solomou Sq.,5020011,0
5020012,21660,16012898,Tamasou Bus St.,5020012,1
860012,21660,16012899,Kourdali,860012,1
860011,21660,16012900,Kakopetria,860011,0
860012,21660,16012901,Kourdali,860012,1
860011,21660,16012902,Kakopetria,860011,0
290021,21660,16012903,CY Peda.-Mor Sch.,290021,0
290022,21660,16012904,Gen. Hospital,290022,1
290021,21660,16012905,CY Peda.-Mor Sch.,290021,0
290022,21660,16012906,Gen. Hospital,290022,1
290021,21660,16012907,CY Peda.-Mor Sch.,290021,0
290022,21660,16012908,Gen. Hospital,290022,1
520022,21660,16012909,Potamia,520022,1
520021,21660,16012910,Alampra Station,520021,0
220021,21660,16012911,Lakatamia,220021,0
410011,21660,16012912,Univ. of Cyprus,410011,0
410012,21660,16012913,Makario Stadium,410012,1
5010012,21660,16012914,Makario Stadium,5010012,1
330011,21660,16012915,Solomou Square,330011,0
440012,21660,16012916, Strovolos St.,440012,1
5040011,21660,16012917,Solomou Square,5040011,0
5040012,21660,16012918,Gen. Hospital,5040012,1
5040011,21660,16012919,Solomou Square,5040011,0
5040012,21660,16012920,Gen. Hospital,5040012,1
130011,21660,16012921,Solomou Sq.,130011,0
130012,21660,16012922,Makario Stadium,130012,1
130012,21660,16012923,Makario Stadium,130012,1
5010011,21660,16012924,Solomou Square,5010011,0
5010012,21660,16012925,Makario Stadium,5010012,1
760011,21660,16012926,Peristerona,760011,0
760012,21660,16012927,Xyliatos,760012,1
760011,21660,16012928,Peristerona,760011,0
760012,21660,16012929,Xyliatos,760012,1
760011,21660,16012930,Peristerona,760011,0
760012,21660,16012931,Xyliatos,760012,1
360022,21660,16012932, Geriou,360022,1
160011,21660,16012933,Nicosia Mall,160011,0
160012,21660,16012934,Makario Stadium,160012,1
460011,21660,16012935,Univ. of Cyprus ,460011,0
240012,21660,16012936,Ouranou,240012,1
240011,21660,16012937,Strovolos Station,240011,0
240012,21660,16012938,Ouranou,240012,1
